Date,Actual Returns,RF Returns,LR Returns,RF Volatility,LR Volatility,Actual Volatility
2023-01-03,,,,1.8570332395699,0.013079090767246193,0.012579326072209551
2023-01-04,-0.010604653061194957,0.004714180983219629,0.014979870575560605,1.6154292579224616,0.013079090767246193,0.012579326072209551
2023-01-05,0.036794101724815675,-0.010503393846096332,-0.01024441820459776,2.7372686176622234,0.013079090767246193,0.012579326072209551
2023-01-06,0.004088865910060413,0.014935999999576177,0.029685302069908603,1.6945432680154222,0.013079090767246193,0.012579326072209551
2023-01-09,0.004456410743407302,0.02977257532491251,0.017812450449691264,1.6511860509546916,0.013079090767246193,0.012579326072209551
2023-01-10,0.02111229140844828,-0.012955695169983072,-0.01322588458985996,2.214484566478151,0.013079090767246193,0.012579326072209551
2023-01-11,-0.0005993095195339082,0.022350623161402794,0.02462991947733495,1.2272022334996178,0.013079090767246193,0.012579326072209551
2023-01-12,0.010119112567793076,0.0013805454068736012,-0.0031064164098982827,1.0072974640850398,0.013079090767246193,0.012579326072209551
2023-01-13,0.008756366745847899,0.0015264718269027977,0.01639645721617744,1.5349719288193726,0.013079090767246193,0.012579326072209551
2023-01-17,-0.005369984658148752,0.013646948985668317,0.012198456766377097,1.8917371577950197,0.013079090767246193,0.012579326072209551
2023-01-18,0.00044373608175840573,0.005651792891370633,-0.000985068230637931,2.3709169905117022,0.013079090767246193,0.012579326072209551
2023-01-19,0.01922074933545259,-0.009474192195818909,-0.0023269698636584346,1.21434483563891,0.013079090767246193,0.012579326072209551
2023-01-20,0.02350043960188808,0.035741148256904776,0.011148832422091193,2.912901534260072,0.013079090767246193,0.012579326072209551
2023-01-23,0.010063058343160014,0.01451305528737934,0.03371716290854909,1.0783529025875578,0.013079090767246193,0.012579326072209551
2023-01-24,-0.00470075194473818,0.00436787718403675,0.005461343068555502,1.4856828086931915,0.013079090767246193,0.012579326072209551
2023-01-25,0.014803370185255682,-0.0032239620625149623,-0.012444343141807424,1.1742184622089293,0.013079090767246193,0.012579326072209551
2023-01-26,0.013684258613779976,0.020296838180204446,0.017449907952723498,1.681347785218222,0.013079090767246193,0.012579326072209551
2023-01-27,-0.020078070464177533,0.010353645254700172,0.021777262224645932,1.0280911006595435,0.013079090767246193,0.012579326072209551
2023-01-30,0.009020932070858745,-0.020671173528264197,-0.021266384679253347,1.668354956976786,0.013079090767246193,0.012579326072209551
2023-01-31,0.007900751560697472,0.01246107266083274,0.006086928588634688,1.578549881011069,0.013079090767246193,0.012579326072209551
2023-02-01,0.03706260688917107,0.004528848536559771,0.0018821116276648286,1.4549363680510898,0.013079090767246193,0.012579326072209551
2023-02-02,0.024399897209064214,0.028812476269058918,0.040238147424947135,1.9425221894625995,0.013079090767246193,0.012579326072209551
2023-02-03,-0.01792883024246561,0.012105164075013608,0.032603497345424115,2.6336509177444034,0.013079090767246193,0.012579326072209551
2023-02-06,0.019244699473851767,0.0060802794081398215,-0.02475864434208408,1.6424641406269695,0.013079090767246193,0.012579326072209551
2023-02-07,-0.017652737376545935,0.0055417616503028455,0.022429863327537936,1.3525233421419514,0.013079090767246193,0.012579326072209551
2023-02-08,-0.006911552556695955,-0.0025070046422872583,-0.018144304027124747,1.2109932873701157,0.013079090767246193,0.012579326072209551
2023-02-09,0.0009279472007650558,-0.003391562965068262,-0.006207539914280025,1.6993221711643849,0.013079090767246193,0.012579326072209551
2023-02-10,0.01880677902118011,-0.011187737572161516,0.0022549165152827566,1.8880618495001602,0.013079090767246193,0.012579326072209551
2023-02-13,-0.004224953717818392,0.017072684470607058,0.018081841108166907,1.0580095347948002,0.013079090767246193,0.012579326072209551
2023-02-14,0.013903426404976438,-0.00035406405805904484,-0.008136698943381981,1.0826058069903504,0.013079090767246193,0.012579326072209551
2023-02-15,-0.010429376798369527,0.0016172153628022379,0.015675446932246206,1.268838590514951,0.013079090767246193,0.012579326072209551
